"Gene","Length","RPF","mRNA","uATG","Chromosome","Size"
"YOR063W",387,8895.79,7031.67,TRUE,"Chr-9",0.63
"YOR064C",219,10.24,25.39,FALSE,"Chr-12",0.62
"YOR065W",309,67.45,64.98,FALSE,"Chr-10",0.77
"YOR066W",629,20.28,27.78,TRUE,"Chr-14",0.51
"YOR067C",577,47.73,77.79,TRUE,"Chr-10",0.68
"YOR069W",675,44.12,44.91,TRUE,"Chr-6",0.8
"YOR070C",637,15.69,25.11,FALSE,"Chr-10",0.69
"YOR071C",598,12.6,28.64,FALSE,"Chr-6",0.66
"YOR073W",590,7.95,29.03,FALSE,"Chr-13",0.69
"YOR074C",304,81.88,64.43,TRUE,"Chr-8",0.56
"YOR075W",346,26.72,35.99,TRUE,"Chr-8",0.76
"YOR076C",747,16.34,29.52,TRUE,"Chr-4",0.59
"YOR077W",232,26.39,21,FALSE,"Chr-8",0.51
"YOR079C",313,28.15,27.67,TRUE,"Chr-14",0.52
"YOR080W",732,5.5,25.08,TRUE,"Chr-8",0.73
"YOR081C",749,15.61,30.62,FALSE,"Chr-9",0.71
"YOR083W",295,20.54,26.69,TRUE,"Chr-8",0.78
"YOR085W",350,135.84,141.88,TRUE,"Chr-9",0.72
"YOR086C",1186,82.71,143.16,FALSE,"Chr-9",0.74
"YOR087W",675,31.88,46.81,FALSE,"Chr-10",0.74
"YOR089C",210,166.7,78.51,TRUE,"Chr-14",0.53
"YOR090C",572,32.19,57.39,TRUE,"Chr-4",0.54
"YOR091W",345,157.75,144.51,TRUE,"Chr-2",0.63
"YOR092W",613,17.77,38.06,FALSE,"Chr-7",0.5
"YOR093C",1648,7.91,29.42,FALSE,"Chr-3",0.55
"YOR094W",183,58.98,35.5,FALSE,"Chr-6",0.63
"YOR095C",258,172.5,125.71,TRUE,"Chr-7",0.79
"YOR096W",190,4542.27,3568.62,TRUE,"Chr-13",0.65
"YOR097C",175,25.14,32.9,FALSE,"Chr-7",0.65
"YOR098C",1076,49.99,81.46,TRUE,"Chr-8",0.54
"YOR099W",393,230.1,262.61,FALSE,"Chr-13",0.56
"YOR101W",309,72.65,75.02,FALSE,"Chr-6",0.54
"YOR103C",130,180.32,117.74,TRUE,"Chr-11",0.77
"YOR104W",282,22.15,26.88,FALSE,"Chr-3",0.64
"YOR106W",283,26.56,33.74,TRUE,"Chr-4",0.76
"YOR108W",604,105.39,163.78,TRUE,"Chr-16",0.57
"YOR109W",1107,50.3,95.54,FALSE,"Chr-16",0.77
"YOR110W",435,29.57,39.94,TRUE,"Chr-5",0.53
"YOR111W",232,22.4,18.67,TRUE,"Chr-4",0.71
"YOR112W",761,32.13,40.1,TRUE,"Chr-8",0.77
"YOR113W",914,14.67,27.62,FALSE,"Chr-15",0.62
"YOR114W",294,9.85,10.55,TRUE,"Chr-9",0.56
"YOR115C",268,40.18,55.09,TRUE,"Chr-8",0.78
"YOR116C",1460,59.11,128.33,TRUE,"Chr-13",0.59
"YOR117W",434,244.29,224.64,TRUE,"Chr-3",0.79
"YOR118W",567,17.6,32.29,FALSE,"Chr-1",0.56
"YOR119C",484,37.31,40.17,TRUE,"Chr-10",0.54
"YOR120W",312,15.03,24.92,TRUE,"Chr-11",0.5
"YOR122C",126,1546.49,1140.93,TRUE,"Chr-3",0.76
"YOR123C",464,97.54,65.97,FALSE,"Chr-9",0.7
"YOR124C",1272,48.71,79.63,FALSE,"Chr-5",0.58
"YOR125C",233,41.02,48.79,TRUE,"Chr-12",0.75
"YOR126C",238,37.84,36.81,TRUE,"Chr-8",0.71
"YOR127W",1007,12.53,39.34,FALSE,"Chr-1",0.55
"YOR128C",571,127.57,116.01,TRUE,"Chr-12",0.6
"YOR129C",893,4.99,16.15,FALSE,"Chr-8",0.65
"YOR130C",292,19.75,30.34,TRUE,"Chr-10",0.63
"YOR131C",218,67.02,51.92,TRUE,"Chr-14",0.54
"YOR132W",551,42.03,63.15,TRUE,"Chr-15",0.68
"YOR136W",369,478.4,361.18,TRUE,"Chr-13",0.56
"YOR137C",622,2.31,17.01,FALSE,"Chr-8",0.75
"YOR138C",671,25.94,40.27,TRUE,"Chr-7",0.56
"YOR140W",766,13.6,24.54,FALSE,"Chr-9",0.75
"YOR141C",881,38.02,48.32,TRUE,"Chr-5",0.52
"YOR142W",329,257.45,193.57,FALSE,"Chr-3",0.6
"YOR143C",319,24.64,29.47,TRUE,"Chr-5",0.69
"YOR144C",791,9.1,24.64,FALSE,"Chr-14",0.72
"YOR145C",274,186.64,163.09,TRUE,"Chr-12",0.65
"YOR147W",622,11.57,31.57,TRUE,"Chr-10",0.51
"YOR148C",185,20.35,43.36,FALSE,"Chr-16",0.52
"YOR149C",516,8.56,29,FALSE,"Chr-1",0.75
"YOR150W",163,88.2,112.02,TRUE,"Chr-7",0.57
"YOR151C",1224,126.04,245.92,FALSE,"Chr-11",0.62
"YOR152C",256,6.86,24.03,TRUE,"Chr-2",0.57
"YOR153W",1511,885.51,1503.82,FALSE,"Chr-2",0.51
"YOR154W",587,10.26,25.57,FALSE,"Chr-1",0.6
"YOR155C",450,30.64,43.42,TRUE,"Chr-7",0.69
"YOR157C",261,346.89,266.06,TRUE,"Chr-8",0.61
"YOR158W",318,48.37,52.31,FALSE,"Chr-10",0.58
"YOR159C",94,121.86,60.73,TRUE,"Chr-2",0.59
"YOR160W",972,22.91,37.87,TRUE,"Chr-11",0.58
"YOR161C",539,17.59,38.62,TRUE,"Chr-5",0.79
"YOR162C",810,4.94,19.93,FALSE,"Chr-15",0.73
"YOR163W",188,150.19,112.57,TRUE,"Chr-6",0.68
"YOR164C",312,191.4,165.63,FALSE,"Chr-11",0.52
"YOR165W",776,81.64,111.75,TRUE,"Chr-6",0.52
"YOR166C",458,13.1,29.77,TRUE,"Chr-15",0.62
"YOR167C",67,4423.07,2739.16,TRUE,"Chr-5",0.54
"YOR168W",809,346.74,375.53,TRUE,"Chr-12",0.74
"YOR171C",624,49.66,60.73,FALSE,"Chr-6",0.5
"YOR172W",786,5.09,25.42,FALSE,"Chr-9",0.7
"YOR173W",353,10.52,20.63,FALSE,"Chr-11",0.56
"YOR174W",284,25.28,37.08,FALSE,"Chr-8",0.65
"YOR175C",619,75.56,126.81,TRUE,"Chr-8",0.76
"YOR176W",393,126.19,113.33,FALSE,"Chr-6",0.62
"YOR177C",464,2.56,5.2,FALSE,"Chr-7",0.66
"YOR179C",188,40.08,39.53,FALSE,"Chr-1",0.59
"YOR181W",633,34.86,32.34,FALSE,"Chr-8",0.6
"YOR185C",220,94.45,74.49,TRUE,"Chr-14",0.57
"YOR187W",437,237.46,274.34,TRUE,"Chr-12",0.55
"YOR188W",1137,21.02,42.9,FALSE,"Chr-12",0.63
"YOR189W",116,108.08,75.94,FALSE,"Chr-2",0.62
"YOR191W",1619,12.21,42.86,TRUE,"Chr-1",0.51
"YOR193W",376,6.36,24.74,FALSE,"Chr-13",0.52
"YOR194C",286,77.95,58.34,FALSE,"Chr-3",0.75
"YOR195W",821,32.09,41.6,TRUE,"Chr-8",0.65
"YOR196C",414,36.53,51.12,FALSE,"Chr-1",0.74
"YOR197W",432,227.5,206.89,TRUE,"Chr-14",0.78
"YOR198C",470,673.44,446.71,FALSE,"Chr-6",0.51
"YOR201C",412,23.13,47.9,TRUE,"Chr-4",0.72
"YOR202W",220,155.97,112.3,FALSE,"Chr-7",0.59
"YOR204W",604,772.57,666.85,TRUE,"Chr-7",0.72
"YOR205C",556,5.81,27.62,TRUE,"Chr-7",0.57
"YOR206W",710,120.27,139.54,TRUE,"Chr-1",0.59
"YOR207C",1149,61.54,107.73,TRUE,"Chr-5",0.76
"YOR208W",750,4.06,17.59,TRUE,"Chr-4",0.79
"YOR209C",429,175.58,187.8,FALSE,"Chr-15",0.57
"YOR210W",70,607.55,384.58,TRUE,"Chr-9",0.64
"YOR211C",881,31.67,57.48,TRUE,"Chr-6",0.55
"YOR212W",423,97.63,124.73,FALSE,"Chr-13",0.66
"YOR213C",248,16.9,30.16,FALSE,"Chr-7",0.69
"YOR215C",185,73.93,57.46,FALSE,"Chr-10",0.69
"YOR216C",484,46.5,61.11,FALSE,"Chr-14",0.78
"YOR217W",861,51.52,71.79,FALSE,"Chr-4",0.68
"YOR219C",931,15.55,32.77,TRUE,"Chr-4",0.69
"YOR220W",265,65.43,45.5,TRUE,"Chr-6",0.76
"YOR221C",360,34.16,46.62,TRUE,"Chr-15",0.5
"YOR222W",307,26.25,52.74,FALSE,"Chr-1",0.67
"YOR223W",292,30.69,20.9,FALSE,"Chr-10",0.54
"YOR224C",146,510.69,372.15,FALSE,"Chr-12",0.59
"YOR226C",156,156.83,124.93,TRUE,"Chr-9",0.68
"YOR227W",1246,8.06,38.83,TRUE,"Chr-4",0.65
"YOR228C",302,8.09,14.83,TRUE,"Chr-14",0.69
"YOR229W",467,21.66,32.67,FALSE,"Chr-8",0.63
"YOR230W",437,445.56,410.73,FALSE,"Chr-8",0.74
"YOR231W",508,14.12,34.59,TRUE,"Chr-5",0.53
"YOR232W",228,407.33,316.88,TRUE,"Chr-10",0.65
"YOR233W",800,18.95,41.77,FALSE,"Chr-8",0.74
"YOR234C",107,2188.83,1558.79,TRUE,"Chr-9",0.59
"YOR236W",211,54.38,64.84,TRUE,"Chr-13",0.72
"YOR237W",434,2.73,4.88,FALSE,"Chr-14",0.6
"YOR238W",303,22.92,32.32,FALSE,"Chr-16",0.58
"YOR239W",628,165.47,127.27,FALSE,"Chr-2",0.5
"YOR241W",548,54.02,77.77,FALSE,"Chr-2",0.72
"YOR243C",676,86.5,113.5,FALSE,"Chr-11",0.69
"YOR244W",445,20.03,31.96,TRUE,"Chr-4",0.73
"YOR245C",418,24.16,34.5,FALSE,"Chr-12",0.6
"YOR246C",330,44.35,107.83,TRUE,"Chr-4",0.57
"YOR247W",210,464.3,324.35,TRUE,"Chr-6",0.59
"YOR249C",685,8.06,19.61,FALSE,"Chr-12",0.55
"YOR250C",445,27.84,37.05,TRUE,"Chr-4",0.64
"YOR251C",304,96.14,77.87,FALSE,"Chr-6",0.76
"YOR252W",178,134.35,64.7,TRUE,"Chr-15",0.63
"YOR253W",176,173.43,159.11,TRUE,"Chr-8",0.6
"YOR254C",663,172.86,215.79,FALSE,"Chr-16",0.75
"YOR256C",809,17.6,41.85,FALSE,"Chr-5",0.72
"YOR257W",161,101.29,39.43,FALSE,"Chr-3",0.61
"YOR258W",217,8.75,15.42,FALSE,"Chr-1",0.66
"YOR259C",437,247.95,215.11,TRUE,"Chr-10",0.72
"YOR260W",578,95.98,154.37,FALSE,"Chr-6",0.61
"YOR261C",338,257.8,257.29,TRUE,"Chr-15",0.56
"YOR262W",347,39.04,41.7,FALSE,"Chr-8",0.61
"YOR264W",430,77.4,87.9,FALSE,"Chr-3",0.71
"YOR265W",106,244.8,123.97,TRUE,"Chr-9",0.7
"YOR266W",423,9.8,17.68,FALSE,"Chr-6",0.6
"YOR269W",494,6.02,17.83,TRUE,"Chr-14",0.6
"YOR270C",840,278.92,422.84,FALSE,"Chr-10",0.61
"YOR271C",327,205.21,188.58,TRUE,"Chr-16",0.8
"YOR272W",460,126.93,109.45,TRUE,"Chr-13",0.68
"YOR273C",659,25.76,37.71,TRUE,"Chr-14",0.75
"YOR274W",428,22.72,26.1,TRUE,"Chr-9",0.76
"YOR275C",661,12.93,42.66,TRUE,"Chr-4",0.78
"YOR276W",161,767.55,555.43,TRUE,"Chr-9",0.53
"YOR278W",275,20.43,34,FALSE,"Chr-15",0.57
"YOR279C",310,16.43,13.81,FALSE,"Chr-16",0.57
"YOR280C",266,56.68,46.62,FALSE,"Chr-11",0.63
"YOR281C",286,107.27,112.54,FALSE,"Chr-12",0.78
"YOR283W",230,154.09,102.92,TRUE,"Chr-1",0.64
"YOR284W",243,17.12,25.52,FALSE,"Chr-7",0.6
"YOR285W",139,475.49,351.94,TRUE,"Chr-1",0.6
"YOR286W",149,177.33,134.1,TRUE,"Chr-6",0.65
"YOR287C",300,57.77,38.72,TRUE,"Chr-1",0.76
"YOR288C",318,44.7,39.16,FALSE,"Chr-14",0.75
"YOR289W",251,13.45,14.71,TRUE,"Chr-2",0.79
"YOR290C",1703,28.7,81.12,TRUE,"Chr-6",0.56
"YOR291W",1472,15.85,43.06,TRUE,"Chr-14",0.53
"YOR292C",309,16.59,25.17,FALSE,"Chr-9",0.62
"YOR293W",105,6116.61,3810.2,TRUE,"Chr-11",0.71
"YOR294W",203,243.52,161.46,TRUE,"Chr-5",0.79
"YOR295W",228,17.93,25.9,FALSE,"Chr-7",0.79
"YOR296W",1289,7.17,25.24,TRUE,"Chr-14",0.69
"YOR297C",192,42.01,43.32,TRUE,"Chr-4",0.54
"YOR298CA",151,1750.76,1034.5,FALSE,"Chr-7",0.69
"YOR299W",746,19.83,47.83,FALSE,"Chr-1",0.53
"YOR301W",435,37.33,99.9,FALSE,"Chr-15",0.73
"YOR302W",25,70.75,49.22,FALSE,"Chr-10",0.77
"YOR303W",411,40.56,93.52,FALSE,"Chr-14",0.52
"YOR304CA",76,60.02,55.69,TRUE,"Chr-9",0.61
"YOR304W",1120,26.77,56.2,FALSE,"Chr-6",0.59
"YOR305W",242,13.39,50.03,FALSE,"Chr-10",0.66
"YOR306C",521,11.95,35.33,FALSE,"Chr-7",0.74
"YOR307C",453,22.57,52.04,FALSE,"Chr-1",0.74
"YOR308C",587,19.46,24.4,TRUE,"Chr-5",0.56
"YOR310C",511,588.09,470.58,TRUE,"Chr-4",0.6
"YOR311C",290,66.27,80.61,TRUE,"Chr-4",0.65
"YOR315W",346,68.95,102.41,FALSE,"Chr-12",0.6
"YOR316C",439,64.32,65.7,FALSE,"Chr-3",0.62
"YOR317W",700,153.84,132.32,TRUE,"Chr-9",0.66
"YOR319W",213,20.47,36.28,FALSE,"Chr-5",0.65
"YOR320C",491,46.73,92.02,TRUE,"Chr-10",0.72
"YOR321W",753,33.58,50.46,TRUE,"Chr-14",0.75
"YOR322C",818,16.66,46.09,FALSE,"Chr-2",0.57
"YOR323C",456,395.76,313.32,TRUE,"Chr-4",0.53
"YOR324C",602,9.8,29.92,TRUE,"Chr-9",0.76
"YOR326W",1574,85.01,200.99,TRUE,"Chr-8",0.54
"YOR327C",115,355.79,188.73,TRUE,"Chr-12",0.59
"YOR328W",1564,0.38,12.02,FALSE,"Chr-1",0.68
"YOR329C",872,16.54,34.54,TRUE,"Chr-7",0.64
"YOR330C",1254,11.09,43.88,TRUE,"Chr-7",0.73
"YOR332W",233,1646.38,829.9,TRUE,"Chr-6",0.53
"YOR334W",470,5.6,15.6,FALSE,"Chr-2",0.51
"YOR335C",958,487.38,543.68,TRUE,"Chr-3",0.6
"YOR336W",1365,21.86,54.8,FALSE,"Chr-8",0.77
"YOR337W",759,9.68,25.55,FALSE,"Chr-8",0.51
"YOR340C",326,188.61,154.14,TRUE,"Chr-7",0.68
"YOR341W",1664,165.12,350.01,TRUE,"Chr-10",0.76
"YOR342C",319,46.29,69.89,FALSE,"Chr-6",0.5
"YOR344C",291,79.93,59.02,TRUE,"Chr-14",0.75
"YOR346W",985,12.66,44.32,TRUE,"Chr-6",0.7
"YOR347C",506,46.6,46.98,FALSE,"Chr-1",0.69
"YOR349W",1014,4.7,12.33,TRUE,"Chr-16",0.52
"YOR350C",663,5.99,20.71,FALSE,"Chr-2",0.76
"YOR352W",343,24.2,22.1,TRUE,"Chr-16",0.52
"YOR353C",791,15.73,34.72,FALSE,"Chr-5",0.68
"YOR354C",692,29.84,63.79,FALSE,"Chr-10",0.75
"YOR355W",522,68.76,145.85,TRUE,"Chr-10",0.64
"YOR356W",631,50.25,75.89,TRUE,"Chr-16",0.52
"YOR357C",162,102.03,99.34,TRUE,"Chr-10",0.7
"YOR358W",242,16.84,20.95,TRUE,"Chr-4",0.72
"YOR359W",523,23.46,29.55,FALSE,"Chr-11",0.7
"YOR360C",526,24.76,45.19,FALSE,"Chr-13",0.59
"YOR361C",763,325.31,295.42,FALSE,"Chr-8",0.63
"YOR362C",288,290.82,255.99,TRUE,"Chr-16",0.71
"YOR363C",996,4.97,17.94,FALSE,"Chr-5",0.77
"YOR367W",200,73.89,79.24,FALSE,"Chr-3",0.66
"YOR368W",401,12.65,19.64,FALSE,"Chr-6",0.79
"YOR369C",143,7351.02,6945.2,TRUE,"Chr-13",0.68
"YOR370C",603,52.17,125.04,FALSE,"Chr-15",0.78
"YOR371C",897,15.46,39.67,FALSE,"Chr-10",0.72
"YOR374W",519,153.45,140.53,TRUE,"Chr-15",0.73
"YOR375C",454,628.54,531.61,TRUE,"Chr-5",0.69
"YOR377W",525,18.82,38.81,FALSE,"Chr-11",0.7
"YOR378W",515,3.59,5.54,FALSE,"Chr-5",0.5
"YOR380W",546,2.62,12.71,FALSE,"Chr-9",0.59
"YOR382W",153,558.64,294,FALSE,"Chr-12",0.66
"YOR383C",204,653.46,356.57,TRUE,"Chr-10",0.55
"YOR384W",694,3.3,10.07,FALSE,"Chr-5",0.58
"YOR385W",290,16.02,16.12,TRUE,"Chr-11",0.8
"YOR386W",565,11.43,18.21,FALSE,"Chr-13",0.74
"YPL001W",374,39.62,38.29,FALSE,"Chr-5",0.74
"YPL002C",233,21.41,36.12,FALSE,"Chr-4",0.78
"YPL003W",462,10.46,25.35,FALSE,"Chr-12",0.6
"YPL004C",341,451.22,335.13,TRUE,"Chr-11",0.77
"YPL005W",606,3.18,11.21,FALSE,"Chr-14",0.77
"YPL006W",1170,25,56.83,FALSE,"Chr-7",0.62
"YPL007C",588,15.26,30.05,FALSE,"Chr-15",0.56
"YPL008W",861,4.52,20.23,FALSE,"Chr-11",0.56
"YPL010W",189,394.81,301.54,TRUE,"Chr-9",0.59
"YPL011C",353,18.87,41.27,TRUE,"Chr-8",0.64
"YPL012W",1228,85.71,134.7,TRUE,"Chr-2",0.56
"YPL013C",121,120.8,82.57,TRUE,"Chr-7",0.72
"YPL014W",381,13.54,16.02,TRUE,"Chr-14",0.79
"YPL015C",357,30.22,82.58,FALSE,"Chr-1",0.8
"YPL017C",499,2.61,5.23,FALSE,"Chr-7",0.73
"YPL018W",369,26.09,33.21,TRUE,"Chr-4",0.66
"YPL019C",835,427.35,591.47,TRUE,"Chr-7",0.7
"YPL020C",621,15.6,33.36,FALSE,"Chr-3",0.57
"YPL022W",1100,8.86,43.49,TRUE,"Chr-10",0.73
"YPL023C",657,47.89,60.83,TRUE,"Chr-1",0.54
"YPL024W",241,14.62,34.92,TRUE,"Chr-1",0.69
"YPL026C",502,18.97,31.08,TRUE,"Chr-8",0.58
"YPL028W",398,686.72,559.67,TRUE,"Chr-14",0.58
"YPL029W",737,8.69,25.38,FALSE,"Chr-11",0.74
"YPL030W",567,42.89,51.56,TRUE,"Chr-3",0.55
"YPL031C",305,71.67,63.42,TRUE,"Chr-13",0.69
"YPL032C",825,62.96,91.57,TRUE,"Chr-5",0.56
"YPL034W",165,5.62,28.63,TRUE,"Chr-3",0.79
"YPL037C",157,2746.26,1490.56,TRUE,"Chr-7",0.75
"YPL038W",177,35.14,47.27,FALSE,"Chr-13",0.59
"YPL039W",316,12.34,21.03,FALSE,"Chr-16",0.79
"YPL040C",1002,7.79,25.34,TRUE,"Chr-11",0.61
"YPL041C",207,8.7,15.45,TRUE,"Chr-13",0.56
"YPL042C",555,10.05,30.06,FALSE,"Chr-9",0.51
"YPL043W",685,115.46,112.3,TRUE,"Chr-7",0.7
"YPL045W",798,15.16,35.22,FALSE,"Chr-3",0.68
"YPL046C",99,58.44,45.74,TRUE,"Chr-9",0.75
"YPL047W",99,30.43,44.24,FALSE,"Chr-2",0.63
"YPL048W",415,549.13,455.39,TRUE,"Chr-13",0.71
"YPL049C",452,65.01,83.95,TRUE,"Chr-10",0.53
"YPL050C",395,109.95,170.7,FALSE,"Chr-12",0.71
"YPL051W",198,31.74,31.32,TRUE,"Chr-4",0.8
"YPL052W",292,8.72,19.21,FALSE,"Chr-6",0.55
"YPL053C",446,80.41,102.07,TRUE,"Chr-9",0.67
"YPL055C",332,48.18,47.58,FALSE,"Chr-5",0.64
"YPL057C",382,36.6,60.55,TRUE,"Chr-6",0.58
"YPL058C",1511,17.85,48.21,TRUE,"Chr-16",0.52
"YPL059W",150,248.23,170.94,FALSE,"Chr-1",0.56
"YPL060W",413,7.83,14.54,FALSE,"Chr-3",0.51
"YPL061W",500,2725.74,1919.1,FALSE,"Chr-7",0.79
"YPL063W",476,163.04,163.05,FALSE,"Chr-7",0.7
"YPL064C",301,19.87,45.78,FALSE,"Chr-10",0.56
"YPL065W",242,26.32,26.03,FALSE,"Chr-11",0.74
"YPL066W",479,9.2,42.64,FALSE,"Chr-6",0.62
"YPL067C",198,35.44,28.09,TRUE,"Chr-1",0.64
"YPL068C",293,18.84,21.33,FALSE,"Chr-7",0.78
"YPL069C",335,14.56,28.5,FALSE,"Chr-8",0.62
"YPL070W",612,18.75,24.61,TRUE,"Chr-15",0.66
"YPL071C",156,24.96,39.12,TRUE,"Chr-3",0.55
"YPL072W",499,4.83,21.2,FALSE,"Chr-9",0.68
"YPL074W",754,14.36,27.09,TRUE,"Chr-11",0.66
"YPL075W",785,8.73,60.37,FALSE,"Chr-12",0.6
"YPL076W",280,11.25,15.64,TRUE,"Chr-11",0.54
"YPL077C",240,13.07,13.53,FALSE,"Chr-1",0.58
"YPL078C",244,233.38,204.53,TRUE,"Chr-7",0.71
"YPL082C",1867,20.49,85.72,TRUE,"Chr-11",0.69
"YPL084W",844,40.61,61.05,TRUE,"Chr-12",0.52
"YPL085W",2195,73.11,109.66,FALSE,"Chr-15",0.72
"YPL086C",557,76.98,89.06,TRUE,"Chr-2",0.8
"YPL087W",317,45.15,59.77,FALSE,"Chr-13",0.56
"YPL088W",342,3.86,11.94,FALSE,"Chr-1",0.63
"YPL089C",676,9.49,20.31,TRUE,"Chr-5",0.73
"YPL091W",483,251.49,185.45,FALSE,"Chr-8",0.8
"YPL092W",458,34.06,63.51,TRUE,"Chr-2",0.55
"YPL093W",647,183.63,274.07,TRUE,"Chr-12",0.51
"YPL094C",274,192.88,217.34,TRUE,"Chr-3",0.56
"YPL095C",456,6.58,15.97,FALSE,"Chr-3",0.63
"YPL096CA",68,24.2,36.91,FALSE,"Chr-4",0.78
"YPL096W",363,22.7,24,TRUE,"Chr-4",0.66
"YPL097W",492,15.54,26.31,TRUE,"Chr-9",0.56
"YPL098C",113,239.73,135.02,FALSE,"Chr-16",0.51
"YPL099C",182,41.47,35.96,FALSE,"Chr-13",0.7
"YPL100W",496,23.64,28.08,TRUE,"Chr-2",0.66
"YPL101W",456,38.87,51.59,TRUE,"Chr-7",0.75
"YPL103C",468,16.27,25.76,TRUE,"Chr-10",0.75
"YPL104W",658,11.9,28.05,FALSE,"Chr-2",0.69
"YPL105C",849,36.28,65.04,FALSE,"Chr-12",0.66
"YPL106C",693,2015.91,1567.79,FALSE,"Chr-8",0.61
"YPL107W",248,19.25,19.45,FALSE,"Chr-2",0.5
"YPL108W",168,33.05,21.09,FALSE,"Chr-13",0.65
"YPL109C",657,4.8,14.16,FALSE,"Chr-9",0.66
"YPL110C",1223,22.19,33.64,TRUE,"Chr-11",0.63
"YPL111W",333,309.5,201.74,TRUE,"Chr-3",0.61
"YPL112C",394,65.53,86.44,FALSE,"Chr-11",0.77
"YPL113C",396,6.23,6.59,FALSE,"Chr-8",0.5
"YPL115C",1128,19.06,51.57,FALSE,"Chr-16",0.7
"YPL116W",697,27.06,48.65,FALSE,"Chr-11",0.65
"YPL117C",288,292.35,177.55,FALSE,"Chr-14",0.71
"YPL118W",344,76.98,106.16,TRUE,"Chr-15",0.69
"YPL119C",617,5.38,7.18,FALSE,"Chr-15",0.73
"YPL120W",557,13.23,24.12,TRUE,"Chr-11",0.65
"YPL122C",513,20.56,42.79,TRUE,"Chr-6",0.56
"YPL123C",434,18,13.95,FALSE,"Chr-11",0.65
"YPL124W",253,19.92,14.39,FALSE,"Chr-7",0.6
"YPL125W",1032,30.42,54.51,FALSE,"Chr-6",0.52
"YPL126W",896,88.35,125.67,TRUE,"Chr-2",0.59
"YPL127C",258,269.23,155.85,TRUE,"Chr-15",0.6
"YPL128C",562,37.26,49.57,TRUE,"Chr-8",0.53
"YPL129W",244,165.59,111.54,FALSE,"Chr-12",0.67
"YPL131W",297,6830.22,4881.59,TRUE,"Chr-13",0.77
"YPL132W",300,17.49,29.69,TRUE,"Chr-3",0.72
"YPL133C",446,10.07,26.7,TRUE,"Chr-11",0.68
"YPL134C",310,13.4,28.1,FALSE,"Chr-5",0.6
"YPL135W",165,219.15,153.31,FALSE,"Chr-7",0.51
"YPL137C",1276,20.08,68.65,FALSE,"Chr-8",0.56
"YPL138C",353,19.51,29,FALSE,"Chr-3",0.53
"YPL139C",460,37.17,26.43,FALSE,"Chr-10",0.75
"YPL140C",506,10.08,18.29,FALSE,"Chr-5",0.68
"YPL141C",865,15.67,38.35,FALSE,"Chr-8",0.5
"YPL143W",107,5057.73,3438.17,FALSE,"Chr-5",0.79
"YPL144W",148,64.44,68.5,FALSE,"Chr-16",0.65
"YPL145C",434,236.81,240.86,TRUE,"Chr-11",0.75
"YPL146C",455,79.53,69.33,FALSE,"Chr-10",0.68
"YPL147W",870,1.89,6.79,FALSE,"Chr-11",0.79
"YPL149W",294,6.46,32.81,FALSE,"Chr-6",0.58
"YPL150W",901,9.23,28.95,TRUE,"Chr-11",0.62
"YPL151C",451,15.97,33.94,TRUE,"Chr-3",0.77
"YPL152W",358,24.36,32.99,FALSE,"Chr-9",0.68
"YPL153C",821,10.79,20.08,TRUE,"Chr-2",0.51
"YPL154C",405,493.48,486.08,TRUE,"Chr-15",0.68
"YPL155C",706,15.82,26.7,TRUE,"Chr-13",0.53
"YPL156C",284,16.22,21.66,FALSE,"Chr-15",0.8
"YPL157W",315,26.84,37.03,FALSE,"Chr-10",0.63
"YPL158C",758,40.11,57.27,FALSE,"Chr-6",0.8
"YPL159C",253,38.31,35.21,TRUE,"Chr-1",0.73
"YPL160W",1090,554.58,615.1,TRUE,"Chr-16",0.53
"YPL161C",633,17.44,24.65,FALSE,"Chr-5",0.62
"YPL162C",273,22.4,36.06,TRUE,"Chr-11",0.53
"YPL163C",260,194.5,105.43,TRUE,"Chr-6",0.57
"YPL164C",715,3.87,15.97,TRUE,"Chr-13",0.7
"YPL166W",213,12.87,14.33,FALSE,"Chr-10",0.68
"YPL167C",1504,0.72,11.88,FALSE,"Chr-3",0.67
"YPL168W",430,7.87,20.6,FALSE,"Chr-10",0.67
"YPL169C",599,65.77,70.25,TRUE,"Chr-6",0.59
"YPL170W",152,89.98,43.06,FALSE,"Chr-8",0.51
"YPL172C",462,12.07,26.1,TRUE,"Chr-8",0.69
"YPL173W",297,45.81,35.63,TRUE,"Chr-11",0.73
"YPL174C",868,2.15,16.33,TRUE,"Chr-16",0.55
"YPL175W",452,13.55,25.26,TRUE,"Chr-13",0.68
"YPL176C",783,27.92,46.64,FALSE,"Chr-16",0.76
"YPL177C",306,85.86,94.57,FALSE,"Chr-5",0.74
"YPL178W",208,156.49,154.27,TRUE,"Chr-15",0.75
"YPL179W",549,31.53,78.17,TRUE,"Chr-8",0.69
"YPL180W",799,20.24,35.6,FALSE,"Chr-1",0.7
"YPL181W",506,40.64,45.03,FALSE,"Chr-13",0.55
"YPL183C",1013,44.62,68.36,TRUE,"Chr-15",0.76
"YPL183WA",93,144.98,79.38,FALSE,"Chr-10",0.71
"YPL184C",612,66.55,113.23,FALSE,"Chr-12",0.59
"YPL188W",414,42.51,39.94,TRUE,"Chr-5",0.52
"YPL189CA",68,79.56,46.32,FALSE,"Chr-6",0.53
"YPL191C",360,12.69,19.82,FALSE,"Chr-8",0.56
"YPL193W",381,16.51,33.2,TRUE,"Chr-8",0.52
